date,open,high,low,close,volume,amount
2026-01-05,4661.62,4721.64,4661.62,4717.75,23414483900,0.0
2026-01-06,4719.21,4790.69,4718.01,4790.69,29697068600,0.0
2026-01-07,4796.93,4802.6,4751.07,4776.67,25909556400,0.0
2026-01-08,4761.01,4765.49,4717.01,4737.65,23880495700,0.0
2026-01-09,4725.96,4771.43,4719.13,4758.92,25468803800,0.0
2026-01-12,4769.65,4795.93,4737.57,4789.92,29483316500,0.0
2026-01-13,4798.05,4836.96,4745.52,4761.03,30144949700,0.0
2026-01-14,4767.7,4818.1,4720.25,4741.93,36495102300,0.0
2026-01-15,4721.8,4769.55,4720.94,4751.43,25400363600,0.0
2026-01-16,4778.43,4792.55,4715.37,4731.87,32527892900,0.0
2026-01-19,4720.2,4761.63,4715.09,4734.46,26761249200,0.0
2026-01-20,4736.91,4748.23,4684.97,4718.88,28271957900,0.0
2026-01-21,4714.55,4758.28,4714.24,4723.07,26635333200,0.0
2026-01-22,4741.76,4757.76,4700.45,4723.71,27419993200,0.0
2026-01-23,4729.59,4734.79,4684.62,4702.5,31463544500,0.0
2026-01-26,4715.38,4754.18,4693.16,4706.96,36300448100,0.0
2026-01-27,4705.17,4736.99,4675.64,4705.69,30147569700,0.0
2026-01-28,4725.6,4739.63,4697.91,4717.99,38225560200,0.0
2026-01-29,4733.09,4770.96,4696.05,4753.87,41551305500,0.0
2026-01-30,4723.08,4738.87,4645.47,4706.34,31978653100,0.0
2026-02-02,4674.28,4716.61,4601.76,4605.98,30477350000,0.0
2026-02-03,4648.36,4662.13,4578.21,4660.11,26554940500,0.0
2026-02-04,4647.97,4701.48,4641.84,4698.68,26488103200,0.0
2026-02-05,4664.75,4687.02,4639.43,4670.42,23785635100,0.0
2026-02-06,4622.98,4678.26,4606.64,4643.6,20271647700,0.0
2026-02-09,4693.67,4719.96,4679.9,4719.06,20725193800,0.0
2026-02-10,4718.26,4732.09,4713.87,4724.3,18700095800,0.0
2026-02-11,4715.67,4723.7,4703.69,4713.82,17339168100,0.0
2026-02-12,4720.01,4726.04,4707.74,4719.58,19784143900,0.0
2026-02-13,4693.41,4703.63,4658.4,4660.41,18916775600,0.0
